case	mut	top	len	rep	method	rf
easy	1X	AC|BD	0.2	87	CASTER-site	0
easy	1X	AC|BD	0.2	88	CASTER-site	0
easy	1X	AC|BD	0.2	89	CASTER-site	0
easy	1X	AC|BD	0.2	90	CASTER-site	0
easy	1X	AC|BD	0.2	91	CASTER-site	1
easy	1X	AC|BD	0.2	92	CASTER-site	0
easy	1X	AC|BD	0.2	93	CASTER-site	0
easy	1X	AC|BD	0.2	94	CASTER-site	0
easy	1X	AC|BD	0.2	95	CASTER-site	1
easy	1X	AC|BD	0.2	96	CASTER-site	0
easy	1X	AC|BD	0.2	97	CASTER-site	0
easy	1X	AC|BD	0.2	98	CASTER-site	0
easy	1X	AC|BD	0.2	99	CASTER-site	0
easy	1X	AC|BD	0.2	100	CASTER-site	0
easy	1X	BC|AD	0.2	1	CASTER-site	0
easy	1X	BC|AD	0.2	2	CASTER-site	0
easy	1X	BC|AD	0.2	3	CASTER-site	0
easy	1X	BC|AD	0.2	4	CASTER-site	0
easy	1X	BC|AD	0.2	5	CASTER-site	0
easy	1X	BC|AD	0.2	6	CASTER-site	0
easy	1X	BC|AD	0.2	7	CASTER-site	0
easy	1X	BC|AD	0.2	8	CASTER-site	0
easy	1X	BC|AD	0.2	9	CASTER-site	1
easy	1X	BC|AD	0.2	10	CASTER-site	0
easy	1X	BC|AD	0.2	11	CASTER-site	0
easy	1X	BC|AD	0.2	12	CASTER-site	0
easy	1X	BC|AD	0.2	13	CASTER-site	0
easy	1X	BC|AD	0.2	14	CASTER-site	0
easy	1X	BC|AD	0.2	15	CASTER-site	0
easy	1X	BC|AD	0.2	16	CASTER-site	0
easy	1X	BC|AD	0.2	17	CASTER-site	0
easy	1X	BC|AD	0.2	18	CASTER-site	0
easy	1X	BC|AD	0.2	19	CASTER-site	1
easy	1X	BC|AD	0.2	20	CASTER-site	0
easy	1X	BC|AD	0.2	21	CASTER-site	0
easy	1X	BC|AD	0.2	22	CASTER-site	0
easy	1X	BC|AD	0.2	23	CASTER-site	0
easy	1X	BC|AD	0.2	24	CASTER-site	0
easy	1X	BC|AD	0.2	25	CASTER-site	0
easy	1X	BC|AD	0.2	26	CASTER-site	0
easy	1X	BC|AD	0.2	27	CASTER-site	0
easy	1X	BC|AD	0.2	28	CASTER-site	0
easy	1X	BC|AD	0.2	29	CASTER-site	0
easy	1X	BC|AD	0.2	30	CASTER-site	0
easy	1X	BC|AD	0.2	31	CASTER-site	0
easy	1X	BC|AD	0.2	32	CASTER-site	0
easy	1X	BC|AD	0.2	33	CASTER-site	0
easy	1X	BC|AD	0.2	34	CASTER-site	0
easy	1X	BC|AD	0.2	35	CASTER-site	0
easy	1X	BC|AD	0.2	36	CASTER-site	0
easy	1X	BC|AD	0.2	37	CASTER-site	0
easy	1X	BC|AD	0.2	38	CASTER-site	0
easy	1X	BC|AD	0.2	39	CASTER-site	0
easy	1X	BC|AD	0.2	40	CASTER-site	0
easy	1X	BC|AD	0.2	41	CASTER-site	0
easy	1X	BC|AD	0.2	42	CASTER-site	0
easy	1X	BC|AD	0.2	43	CASTER-site	0
easy	1X	BC|AD	0.2	44	CASTER-site	0
easy	1X	BC|AD	0.2	45	CASTER-site	0
easy	1X	BC|AD	0.2	46	CASTER-site	0
easy	1X	BC|AD	0.2	47	CASTER-site	0
easy	1X	BC|AD	0.2	48	CASTER-site	0
easy	1X	BC|AD	0.2	49	CASTER-site	0
easy	1X	BC|AD	0.2	50	CASTER-site	0
easy	1X	BC|AD	0.2	51	CASTER-site	1
easy	1X	BC|AD	0.2	52	CASTER-site	0
easy	1X	BC|AD	0.2	53	CASTER-site	0
easy	1X	BC|AD	0.2	54	CASTER-site	0
easy	1X	BC|AD	0.2	55	CASTER-site	0
easy	1X	BC|AD	0.2	56	CASTER-site	0
easy	1X	BC|AD	0.2	57	CASTER-site	0
easy	1X	BC|AD	0.2	58	CASTER-site	0
easy	1X	BC|AD	0.2	59	CASTER-site	0
easy	1X	BC|AD	0.2	60	CASTER-site	0
easy	1X	BC|AD	0.2	61	CASTER-site	0
easy	1X	BC|AD	0.2	62	CASTER-site	0
easy	1X	BC|AD	0.2	63	CASTER-site	0
easy	1X	BC|AD	0.2	64	CASTER-site	0
easy	1X	BC|AD	0.2	65	CASTER-site	1
easy	1X	BC|AD	0.2	66	CASTER-site	0
easy	1X	BC|AD	0.2	67	CASTER-site	0
easy	1X	BC|AD	0.2	68	CASTER-site	0
easy	1X	BC|AD	0.2	69	CASTER-site	0
easy	1X	BC|AD	0.2	70	CASTER-site	0
easy	1X	BC|AD	0.2	71	CASTER-site	0
easy	1X	BC|AD	0.2	72	CASTER-site	0
easy	1X	BC|AD	0.2	73	CASTER-site	0
easy	1X	BC|AD	0.2	74	CASTER-site	0
easy	1X	BC|AD	0.2	75	CASTER-site	0
easy	1X	BC|AD	0.2	76	CASTER-site	0
easy	1X	BC|AD	0.2	77	CASTER-site	0
easy	1X	BC|AD	0.2	78	CASTER-site	0
easy	1X	BC|AD	0.2	79	CASTER-site	0
easy	1X	BC|AD	0.2	80	CASTER-site	0
easy	1X	BC|AD	0.2	81	CASTER-site	0
easy	1X	BC|AD	0.2	82	CASTER-site	0
easy	1X	BC|AD	0.2	83	CASTER-site	0
easy	1X	BC|AD	0.2	84	CASTER-site	0
easy	1X	BC|AD	0.2	85	CASTER-site	0
easy	1X	BC|AD	0.2	86	CASTER-site	0
easy	1X	BC|AD	0.2	87	CASTER-site	0
easy	1X	BC|AD	0.2	88	CASTER-site	0
easy	1X	BC|AD	0.2	89	CASTER-site	1
easy	1X	BC|AD	0.2	90	CASTER-site	0
easy	1X	BC|AD	0.2	91	CASTER-site	0
easy	1X	BC|AD	0.2	92	CASTER-site	0
easy	1X	BC|AD	0.2	93	CASTER-site	0
easy	1X	BC|AD	0.2	94	CASTER-site	0
easy	1X	BC|AD	0.2	95	CASTER-site	0
easy	1X	BC|AD	0.2	96	CASTER-site	0
easy	1X	BC|AD	0.2	97	CASTER-site	0
easy	1X	BC|AD	0.2	98	CASTER-site	0
easy	1X	BC|AD	0.2	99	CASTER-site	0
easy	1X	BC|AD	0.2	100	CASTER-site	0
easy	1X	AB|CD	0.2	1	CASTER-pair	0
easy	1X	AB|CD	0.2	2	CASTER-pair	0
easy	1X	AB|CD	0.2	3	CASTER-pair	0
easy	1X	AB|CD	0.2	4	CASTER-pair	0
easy	1X	AB|CD	0.2	5	CASTER-pair	0
easy	1X	AB|CD	0.2	6	CASTER-pair	0
easy	1X	AB|CD	0.2	7	CASTER-pair	0
easy	1X	AB|CD	0.2	8	CASTER-pair	0
easy	1X	AB|CD	0.2	9	CASTER-pair	0
easy	1X	AB|CD	0.2	10	CASTER-pair	0
easy	1X	AB|CD	0.2	11	CASTER-pair	0
easy	1X	AB|CD	0.2	12	CASTER-pair	0
easy	1X	AB|CD	0.2	13	CASTER-pair	0
easy	1X	AB|CD	0.2	14	CASTER-pair	0
easy	1X	AB|CD	0.2	15	CASTER-pair	0
easy	1X	AB|CD	0.2	16	CASTER-pair	0
easy	1X	AB|CD	0.2	17	CASTER-pair	0
easy	1X	AB|CD	0.2	18	CASTER-pair	0
easy	1X	AB|CD	0.2	19	CASTER-pair	0
easy	1X	AB|CD	0.2	20	CASTER-pair	0
easy	1X	AB|CD	0.2	21	CASTER-pair	0
easy	1X	AB|CD	0.2	22	CASTER-pair	0
easy	1X	AB|CD	0.2	23	CASTER-pair	0
easy	1X	AB|CD	0.2	24	CASTER-pair	0
easy	1X	AB|CD	0.2	25	CASTER-pair	0
easy	1X	AB|CD	0.2	26	CASTER-pair	0
easy	1X	AB|CD	0.2	27	CASTER-pair	0
easy	1X	AB|CD	0.2	28	CASTER-pair	0
easy	1X	AB|CD	0.2	29	CASTER-pair	0
easy	1X	AB|CD	0.2	30	CASTER-pair	0
easy	1X	AB|CD	0.2	31	CASTER-pair	0
easy	1X	AB|CD	0.2	32	CASTER-pair	0
easy	1X	AB|CD	0.2	33	CASTER-pair	0
easy	1X	AB|CD	0.2	34	CASTER-pair	0
easy	1X	AB|CD	0.2	35	CASTER-pair	0
easy	1X	AB|CD	0.2	36	CASTER-pair	0
easy	1X	AB|CD	0.2	37	CASTER-pair	0
easy	1X	AB|CD	0.2	38	CASTER-pair	0
easy	1X	AB|CD	0.2	39	CASTER-pair	0
easy	1X	AB|CD	0.2	40	CASTER-pair	0
easy	1X	AB|CD	0.2	41	CASTER-pair	0
easy	1X	AB|CD	0.2	42	CASTER-pair	0
easy	1X	AB|CD	0.2	43	CASTER-pair	0
easy	1X	AB|CD	0.2	44	CASTER-pair	0
easy	1X	AB|CD	0.2	45	CASTER-pair	0
easy	1X	AB|CD	0.2	46	CASTER-pair	0
easy	1X	AB|CD	0.2	47	CASTER-pair	0
easy	1X	AB|CD	0.2	48	CASTER-pair	0
easy	1X	AB|CD	0.2	49	CASTER-pair	0
easy	1X	AB|CD	0.2	50	CASTER-pair	0
easy	1X	AB|CD	0.2	51	CASTER-pair	0
easy	1X	AB|CD	0.2	52	CASTER-pair	0
easy	1X	AB|CD	0.2	53	CASTER-pair	0
easy	1X	AB|CD	0.2	54	CASTER-pair	0
easy	1X	AB|CD	0.2	55	CASTER-pair	0
easy	1X	AB|CD	0.2	56	CASTER-pair	0
easy	1X	AB|CD	0.2	57	CASTER-pair	0
easy	1X	AB|CD	0.2	58	CASTER-pair	0
easy	1X	AB|CD	0.2	59	CASTER-pair	0
easy	1X	AB|CD	0.2	60	CASTER-pair	0
easy	1X	AB|CD	0.2	61	CASTER-pair	0
easy	1X	AB|CD	0.2	62	CASTER-pair	0
easy	1X	AB|CD	0.2	63	CASTER-pair	0
easy	1X	AB|CD	0.2	64	CASTER-pair	0
easy	1X	AB|CD	0.2	65	CASTER-pair	0
easy	1X	AB|CD	0.2	66	CASTER-pair	0
easy	1X	AB|CD	0.2	67	CASTER-pair	0
easy	1X	AB|CD	0.2	68	CASTER-pair	0
easy	1X	AB|CD	0.2	69	CASTER-pair	0
easy	1X	AB|CD	0.2	70	CASTER-pair	0
easy	1X	AB|CD	0.2	71	CASTER-pair	0
easy	1X	AB|CD	0.2	72	CASTER-pair	0
easy	1X	AB|CD	0.2	73	CASTER-pair	0
easy	1X	AB|CD	0.2	74	CASTER-pair	0
easy	1X	AB|CD	0.2	75	CASTER-pair	0
easy	1X	AB|CD	0.2	76	CASTER-pair	0
easy	1X	AB|CD	0.2	77	CASTER-pair	0
easy	1X	AB|CD	0.2	78	CASTER-pair	0
easy	1X	AB|CD	0.2	79	CASTER-pair	0
easy	1X	AB|CD	0.2	80	CASTER-pair	0
easy	1X	AB|CD	0.2	81	CASTER-pair	0
easy	1X	AB|CD	0.2	82	CASTER-pair	0
easy	1X	AB|CD	0.2	83	CASTER-pair	0
easy	1X	AB|CD	0.2	84	CASTER-pair	0
easy	1X	AB|CD	0.2	85	CASTER-pair	0
easy	1X	AB|CD	0.2	86	CASTER-pair	0
easy	1X	AB|CD	0.2	87	CASTER-pair	0
easy	1X	AB|CD	0.2	88	CASTER-pair	0
easy	1X	AB|CD	0.2	89	CASTER-pair	0
easy	1X	AB|CD	0.2	90	CASTER-pair	0
easy	1X	AB|CD	0.2	91	CASTER-pair	0
easy	1X	AB|CD	0.2	92	CASTER-pair	0
easy	1X	AB|CD	0.2	93	CASTER-pair	0
easy	1X	AB|CD	0.2	94	CASTER-pair	0
easy	1X	AB|CD	0.2	95	CASTER-pair	0
easy	1X	AB|CD	0.2	96	CASTER-pair	0
easy	1X	AB|CD	0.2	97	CASTER-pair	0
easy	1X	AB|CD	0.2	98	CASTER-pair	0
easy	1X	AB|CD	0.2	99	CASTER-pair	0
easy	1X	AB|CD	0.2	100	CASTER-pair	0
easy	1X	AC|BD	0.2	1	CASTER-pair	0
easy	1X	AC|BD	0.2	2	CASTER-pair	0
easy	1X	AC|BD	0.2	3	CASTER-pair	0
easy	1X	AC|BD	0.2	4	CASTER-pair	0
easy	1X	AC|BD	0.2	5	CASTER-pair	0
easy	1X	AC|BD	0.2	6	CASTER-pair	0
easy	1X	AC|BD	0.2	7	CASTER-pair	0
easy	1X	AC|BD	0.2	8	CASTER-pair	0
easy	1X	AC|BD	0.2	9	CASTER-pair	0
easy	1X	AC|BD	0.2	10	CASTER-pair	0
easy	1X	AC|BD	0.2	11	CASTER-pair	0
easy	1X	AC|BD	0.2	12	CASTER-pair	0
easy	1X	AC|BD	0.2	13	CASTER-pair	0
easy	1X	AC|BD	0.2	14	CASTER-pair	0
easy	1X	AC|BD	0.2	15	CASTER-pair	0
easy	1X	AC|BD	0.2	16	CASTER-pair	0
easy	1X	AC|BD	0.2	17	CASTER-pair	0
easy	1X	AC|BD	0.2	18	CASTER-pair	0
easy	1X	AC|BD	0.2	19	CASTER-pair	0
easy	1X	AC|BD	0.2	20	CASTER-pair	0
easy	1X	AC|BD	0.2	21	CASTER-pair	0
easy	1X	AC|BD	0.2	22	CASTER-pair	0
easy	1X	AC|BD	0.2	23	CASTER-pair	0
easy	1X	AC|BD	0.2	24	CASTER-pair	0
easy	1X	AC|BD	0.2	25	CASTER-pair	0
easy	1X	AC|BD	0.2	26	CASTER-pair	0
easy	1X	AC|BD	0.2	27	CASTER-pair	0
easy	1X	AC|BD	0.2	28	CASTER-pair	0
easy	1X	AC|BD	0.2	29	CASTER-pair	0
easy	1X	AC|BD	0.2	30	CASTER-pair	0
easy	1X	AC|BD	0.2	31	CASTER-pair	0
easy	1X	AC|BD	0.2	32	CASTER-pair	0
easy	1X	AC|BD	0.2	33	CASTER-pair	0
easy	1X	AC|BD	0.2	34	CASTER-pair	0
easy	1X	AC|BD	0.2	35	CASTER-pair	0
easy	1X	AC|BD	0.2	36	CASTER-pair	0
easy	1X	AC|BD	0.2	37	CASTER-pair	0
easy	1X	AC|BD	0.2	38	CASTER-pair	0
easy	1X	AC|BD	0.2	39	CASTER-pair	0
easy	1X	AC|BD	0.2	40	CASTER-pair	0
easy	1X	AC|BD	0.2	41	CASTER-pair	0
easy	1X	AC|BD	0.2	42	CASTER-pair	0
easy	1X	AC|BD	0.2	43	CASTER-pair	0
easy	1X	AC|BD	0.2	44	CASTER-pair	0
easy	1X	AC|BD	0.2	45	CASTER-pair	0
easy	1X	AC|BD	0.2	46	CASTER-pair	0
easy	1X	AC|BD	0.2	47	CASTER-pair	0
easy	1X	AC|BD	0.2	48	CASTER-pair	0
easy	1X	AC|BD	0.2	49	CASTER-pair	0
easy	1X	AC|BD	0.2	50	CASTER-pair	0
easy	1X	AC|BD	0.2	51	CASTER-pair	0
easy	1X	AC|BD	0.2	52	CASTER-pair	0
easy	1X	AC|BD	0.2	53	CASTER-pair	0
easy	1X	AC|BD	0.2	54	CASTER-pair	0
easy	1X	AC|BD	0.2	55	CASTER-pair	0
easy	1X	AC|BD	0.2	56	CASTER-pair	0
easy	1X	AC|BD	0.2	57	CASTER-pair	0
easy	1X	AC|BD	0.2	58	CASTER-pair	0
easy	1X	AC|BD	0.2	59	CASTER-pair	0
easy	1X	AC|BD	0.2	60	CASTER-pair	0
easy	1X	AC|BD	0.2	61	CASTER-pair	0
easy	1X	AC|BD	0.2	62	CASTER-pair	0
easy	1X	AC|BD	0.2	63	CASTER-pair	0
easy	1X	AC|BD	0.2	64	CASTER-pair	0
easy	1X	AC|BD	0.2	65	CASTER-pair	0
easy	1X	AC|BD	0.2	66	CASTER-pair	0
easy	1X	AC|BD	0.2	67	CASTER-pair	0
easy	1X	AC|BD	0.2	68	CASTER-pair	0
easy	1X	AC|BD	0.2	69	CASTER-pair	0
easy	1X	AC|BD	0.2	70	CASTER-pair	0
easy	1X	AC|BD	0.2	71	CASTER-pair	0
easy	1X	AC|BD	0.2	72	CASTER-pair	0
easy	1X	AC|BD	0.2	73	CASTER-pair	0
easy	1X	AC|BD	0.2	74	CASTER-pair	0
easy	1X	AC|BD	0.2	75	CASTER-pair	0
easy	1X	AC|BD	0.2	76	CASTER-pair	0
easy	1X	AC|BD	0.2	77	CASTER-pair	0
easy	1X	AC|BD	0.2	78	CASTER-pair	0
easy	1X	AC|BD	0.2	79	CASTER-pair	0
easy	1X	AC|BD	0.2	80	CASTER-pair	0
easy	1X	AC|BD	0.2	81	CASTER-pair	0
easy	1X	AC|BD	0.2	82	CASTER-pair	0
easy	1X	AC|BD	0.2	83	CASTER-pair	0
easy	1X	AC|BD	0.2	84	CASTER-pair	0
easy	1X	AC|BD	0.2	85	CASTER-pair	0
easy	1X	AC|BD	0.2	86	CASTER-pair	0
easy	1X	AC|BD	0.2	87	CASTER-pair	0
easy	1X	AC|BD	0.2	88	CASTER-pair	0
easy	1X	AC|BD	0.2	89	CASTER-pair	0
easy	1X	AC|BD	0.2	90	CASTER-pair	0
easy	1X	AC|BD	0.2	91	CASTER-pair	0
easy	1X	AC|BD	0.2	92	CASTER-pair	0
easy	1X	AC|BD	0.2	93	CASTER-pair	0
easy	1X	AC|BD	0.2	94	CASTER-pair	0
easy	1X	AC|BD	0.2	95	CASTER-pair	0
easy	1X	AC|BD	0.2	96	CASTER-pair	0
easy	1X	AC|BD	0.2	97	CASTER-pair	0
easy	1X	AC|BD	0.2	98	CASTER-pair	0
easy	1X	AC|BD	0.2	99	CASTER-pair	0
easy	1X	AC|BD	0.2	100	CASTER-pair	0
easy	1X	BC|AD	0.2	1	CASTER-pair	0
easy	1X	BC|AD	0.2	2	CASTER-pair	0
easy	1X	BC|AD	0.2	3	CASTER-pair	0
easy	1X	BC|AD	0.2	4	CASTER-pair	0
easy	1X	BC|AD	0.2	5	CASTER-pair	0
easy	1X	BC|AD	0.2	6	CASTER-pair	0
easy	1X	BC|AD	0.2	7	CASTER-pair	0
easy	1X	BC|AD	0.2	8	CASTER-pair	0
easy	1X	BC|AD	0.2	9	CASTER-pair	0
easy	1X	BC|AD	0.2	10	CASTER-pair	0
easy	1X	BC|AD	0.2	11	CASTER-pair	0
easy	1X	BC|AD	0.2	12	CASTER-pair	0
easy	1X	BC|AD	0.2	13	CASTER-pair	0
easy	1X	BC|AD	0.2	14	CASTER-pair	0
easy	1X	BC|AD	0.2	15	CASTER-pair	0
easy	1X	BC|AD	0.2	16	CASTER-pair	0
easy	1X	BC|AD	0.2	17	CASTER-pair	0
easy	1X	BC|AD	0.2	18	CASTER-pair	0
easy	1X	BC|AD	0.2	19	CASTER-pair	0
easy	1X	BC|AD	0.2	20	CASTER-pair	0
easy	1X	BC|AD	0.2	21	CASTER-pair	0
easy	1X	BC|AD	0.2	22	CASTER-pair	0
easy	1X	BC|AD	0.2	23	CASTER-pair	0
easy	1X	BC|AD	0.2	24	CASTER-pair	0
easy	1X	BC|AD	0.2	25	CASTER-pair	0
easy	1X	BC|AD	0.2	26	CASTER-pair	0
easy	1X	BC|AD	0.2	27	CASTER-pair	0
easy	1X	BC|AD	0.2	28	CASTER-pair	0
easy	1X	BC|AD	0.2	29	CASTER-pair	0
easy	1X	BC|AD	0.2	30	CASTER-pair	0
easy	1X	BC|AD	0.2	31	CASTER-pair	0
easy	1X	BC|AD	0.2	32	CASTER-pair	0
easy	1X	BC|AD	0.2	33	CASTER-pair	0
easy	1X	BC|AD	0.2	34	CASTER-pair	0
easy	1X	BC|AD	0.2	35	CASTER-pair	0
easy	1X	BC|AD	0.2	36	CASTER-pair	0
easy	1X	BC|AD	0.2	37	CASTER-pair	0
easy	1X	BC|AD	0.2	38	CASTER-pair	0
easy	1X	BC|AD	0.2	39	CASTER-pair	0
easy	1X	BC|AD	0.2	40	CASTER-pair	0
easy	1X	BC|AD	0.2	41	CASTER-pair	0
easy	1X	BC|AD	0.2	42	CASTER-pair	0
easy	1X	BC|AD	0.2	43	CASTER-pair	0
easy	1X	BC|AD	0.2	44	CASTER-pair	0
easy	1X	BC|AD	0.2	45	CASTER-pair	0
easy	1X	BC|AD	0.2	46	CASTER-pair	0
easy	1X	BC|AD	0.2	47	CASTER-pair	0
easy	1X	BC|AD	0.2	48	CASTER-pair	0
easy	1X	BC|AD	0.2	49	CASTER-pair	0
easy	1X	BC|AD	0.2	50	CASTER-pair	0
easy	1X	BC|AD	0.2	51	CASTER-pair	0
easy	1X	BC|AD	0.2	52	CASTER-pair	0
easy	1X	BC|AD	0.2	53	CASTER-pair	0
easy	1X	BC|AD	0.2	54	CASTER-pair	0
easy	1X	BC|AD	0.2	55	CASTER-pair	0
easy	1X	BC|AD	0.2	56	CASTER-pair	0
easy	1X	BC|AD	0.2	57	CASTER-pair	0
easy	1X	BC|AD	0.2	58	CASTER-pair	0
easy	1X	BC|AD	0.2	59	CASTER-pair	0
easy	1X	BC|AD	0.2	60	CASTER-pair	0
easy	1X	BC|AD	0.2	61	CASTER-pair	0
easy	1X	BC|AD	0.2	62	CASTER-pair	0
easy	1X	BC|AD	0.2	63	CASTER-pair	0
easy	1X	BC|AD	0.2	64	CASTER-pair	0
easy	1X	BC|AD	0.2	65	CASTER-pair	1
easy	1X	BC|AD	0.2	66	CASTER-pair	0
easy	1X	BC|AD	0.2	67	CASTER-pair	0
easy	1X	BC|AD	0.2	68	CASTER-pair	0
easy	1X	BC|AD	0.2	69	CASTER-pair	0
easy	1X	BC|AD	0.2	70	CASTER-pair	0
easy	1X	BC|AD	0.2	71	CASTER-pair	0
easy	1X	BC|AD	0.2	72	CASTER-pair	0
easy	1X	BC|AD	0.2	73	CASTER-pair	0
easy	1X	BC|AD	0.2	74	CASTER-pair	0
easy	1X	BC|AD	0.2	75	CASTER-pair	0
easy	1X	BC|AD	0.2	76	CASTER-pair	0
easy	1X	BC|AD	0.2	77	CASTER-pair	0
easy	1X	BC|AD	0.2	78	CASTER-pair	0
easy	1X	BC|AD	0.2	79	CASTER-pair	0
easy	1X	BC|AD	0.2	80	CASTER-pair	0
easy	1X	BC|AD	0.2	81	CASTER-pair	0
easy	1X	BC|AD	0.2	82	CASTER-pair	0
easy	1X	BC|AD	0.2	83	CASTER-pair	0
easy	1X	BC|AD	0.2	84	CASTER-pair	0
easy	1X	BC|AD	0.2	85	CASTER-pair	0
easy	1X	BC|AD	0.2	86	CASTER-pair	0
easy	1X	BC|AD	0.2	87	CASTER-pair	0
easy	1X	BC|AD	0.2	88	CASTER-pair	0
easy	1X	BC|AD	0.2	89	CASTER-pair	0
easy	1X	BC|AD	0.2	90	CASTER-pair	0
easy	1X	BC|AD	0.2	91	CASTER-pair	0
easy	1X	BC|AD	0.2	92	CASTER-pair	0
easy	1X	BC|AD	0.2	93	CASTER-pair	0
easy	1X	BC|AD	0.2	94	CASTER-pair	0
easy	1X	BC|AD	0.2	95	CASTER-pair	0
easy	1X	BC|AD	0.2	96	CASTER-pair	0
easy	1X	BC|AD	0.2	97	CASTER-pair	0
easy	1X	BC|AD	0.2	98	CASTER-pair	0
easy	1X	BC|AD	0.2	99	CASTER-pair	0
easy	1X	BC|AD	0.2	100	CASTER-pair	0
easy	1X	AB|CD	0.1	1	CASTER-site	0
easy	1X	AB|CD	0.1	2	CASTER-site	0
easy	1X	AB|CD	0.1	3	CASTER-site	0
easy	1X	AB|CD	0.1	4	CASTER-site	0
easy	1X	AB|CD	0.1	5	CASTER-site	1
easy	1X	AB|CD	0.1	6	CASTER-site	0
easy	1X	AB|CD	0.1	7	CASTER-site	0
easy	1X	AB|CD	0.1	8	CASTER-site	0
easy	1X	AB|CD	0.1	9	CASTER-site	0
easy	1X	AB|CD	0.1	10	CASTER-site	0
easy	1X	AB|CD	0.1	11	CASTER-site	0
easy	1X	AB|CD	0.1	12	CASTER-site	0
easy	1X	AB|CD	0.1	13	CASTER-site	0
easy	1X	AB|CD	0.1	14	CASTER-site	0
easy	1X	AB|CD	0.1	15	CASTER-site	0
easy	1X	AB|CD	0.1	16	CASTER-site	0
easy	1X	AB|CD	0.1	17	CASTER-site	0
easy	1X	AB|CD	0.1	18	CASTER-site	0
easy	1X	AB|CD	0.1	19	CASTER-site	0
easy	1X	AB|CD	0.1	20	CASTER-site	1
easy	1X	AB|CD	0.1	21	CASTER-site	0
easy	1X	AB|CD	0.1	22	CASTER-site	0
easy	1X	AB|CD	0.1	23	CASTER-site	0
easy	1X	AB|CD	0.1	24	CASTER-site	0
easy	1X	AB|CD	0.1	25	CASTER-site	0
easy	1X	AB|CD	0.1	26	CASTER-site	0
easy	1X	AB|CD	0.1	27	CASTER-site	0
easy	1X	AB|CD	0.1	28	CASTER-site	0
easy	1X	AB|CD	0.1	29	CASTER-site	0
easy	1X	AB|CD	0.1	30	CASTER-site	0
easy	1X	AB|CD	0.1	31	CASTER-site	1
easy	1X	AB|CD	0.1	32	CASTER-site	0
easy	1X	AB|CD	0.1	33	CASTER-site	0
easy	1X	AB|CD	0.1	34	CASTER-site	0
easy	1X	AB|CD	0.1	35	CASTER-site	0
easy	1X	AB|CD	0.1	36	CASTER-site	0
easy	1X	AB|CD	0.1	37	CASTER-site	0
easy	1X	AB|CD	0.1	38	CASTER-site	0
easy	1X	AB|CD	0.1	39	CASTER-site	0
easy	1X	AB|CD	0.1	40	CASTER-site	0
easy	1X	AB|CD	0.1	41	CASTER-site	1
easy	1X	AB|CD	0.1	42	CASTER-site	0
easy	1X	AB|CD	0.1	43	CASTER-site	0
easy	1X	AB|CD	0.1	44	CASTER-site	0
easy	1X	AB|CD	0.1	45	CASTER-site	1
easy	1X	AB|CD	0.1	46	CASTER-site	0
easy	1X	AB|CD	0.1	47	CASTER-site	1
easy	1X	AB|CD	0.1	48	CASTER-site	0
easy	1X	AB|CD	0.1	49	CASTER-site	0
easy	1X	AB|CD	0.1	50	CASTER-site	0
easy	1X	AB|CD	0.1	51	CASTER-site	0
easy	1X	AB|CD	0.1	52	CASTER-site	0
easy	1X	AB|CD	0.1	53	CASTER-site	0
easy	1X	AB|CD	0.1	54	CASTER-site	1
easy	1X	AB|CD	0.1	55	CASTER-site	0
easy	1X	AB|CD	0.1	56	CASTER-site	0
easy	1X	AB|CD	0.1	57	CASTER-site	0
easy	1X	AB|CD	0.1	58	CASTER-site	0
easy	1X	AB|CD	0.1	59	CASTER-site	0
easy	1X	AB|CD	0.1	60	CASTER-site	0
easy	1X	AB|CD	0.1	61	CASTER-site	1
easy	1X	AB|CD	0.1	62	CASTER-site	0
easy	1X	AB|CD	0.1	63	CASTER-site	0
easy	1X	AB|CD	0.1	64	CASTER-site	0
easy	1X	AB|CD	0.1	65	CASTER-site	0
easy	1X	AB|CD	0.1	66	CASTER-site	0
easy	1X	AB|CD	0.1	67	CASTER-site	0
easy	1X	AB|CD	0.1	68	CASTER-site	0
easy	1X	AB|CD	0.1	69	CASTER-site	0
easy	1X	AB|CD	0.1	70	CASTER-site	0
easy	1X	AB|CD	0.1	71	CASTER-site	0
easy	1X	AB|CD	0.1	72	CASTER-site	0
easy	1X	AB|CD	0.1	73	CASTER-site	0
easy	1X	AB|CD	0.1	74	CASTER-site	0
easy	1X	AB|CD	0.1	75	CASTER-site	0
easy	1X	AB|CD	0.1	76	CASTER-site	0
easy	1X	AB|CD	0.1	77	CASTER-site	0
easy	1X	AB|CD	0.1	78	CASTER-site	1
easy	1X	AB|CD	0.1	79	CASTER-site	0
easy	1X	AB|CD	0.1	80	CASTER-site	0
easy	1X	AB|CD	0.1	81	CASTER-site	1
easy	1X	AB|CD	0.1	82	CASTER-site	0
easy	1X	AB|CD	0.1	83	CASTER-site	0
easy	1X	AB|CD	0.1	84	CASTER-site	0
easy	1X	AB|CD	0.1	85	CASTER-site	0
easy	1X	AB|CD	0.1	86	CASTER-site	0
easy	1X	AB|CD	0.1	87	CASTER-site	0
easy	1X	AB|CD	0.1	88	CASTER-site	1
easy	1X	AB|CD	0.1	89	CASTER-site	0
easy	1X	AB|CD	0.1	90	CASTER-site	0
easy	1X	AB|CD	0.1	91	CASTER-site	0
easy	1X	AB|CD	0.1	92	CASTER-site	0
